('Total Revenue', '408,625,000', '391,035,000', '383,285,000', '394,328,000', '365,817,000')
         876947 function calls (852433 primitive calls) in 2.970 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _state.py:249(ConnectionState)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
       67    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
      147    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
      447    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
      170    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      196    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       86    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        6    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
    56/49    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       87    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      123    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _models.py:699(_get_content_decoder)
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        6    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        1    0.000    0.000    0.000    0.000 http11.py:47(__init__)
      126    0.000    0.000    0.000    0.000 _models.py:19(enforce_bytes)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       39    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
       49    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
      299    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 _util.py:107(Sentinel)
        1    0.000    0.000    0.000    0.000 constants.py:38(_SendfileMode)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
       96    0.000    0.000    0.000    0.000 typing_extensions.py:3105(_check_generic)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        3    0.000    0.000    0.000    0.000 sync.py:130(write)
        3    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        6    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_bound_method)
       13    0.000    0.000    0.000    0.000 inspect.py:2998(__init__)
      266    0.000    0.000    0.000    0.000 _connection.py:217(our_state)
        7    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
      512    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        8    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:794(__init_subclass__)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
        1    0.000    0.000    0.000    0.000 http11.py:238(_response_closed)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 _readers.py:122(ContentLengthReader)
       12    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
        9    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
       15    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 anyio.py:1(<module>)
       69    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       38    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
      190    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
      311    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3901(Format)
        1    0.000    0.000    0.000    0.000 sslproto.py:23(SSLProtocolState)
       81    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
    69/68    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(ParserRejectedMarkup)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
        6    0.000    0.000    0.000    0.000 parse.py:871(quote)
        1    0.000    0.000    0.000    0.000 css_match.py:1562(SoupSieve)
        1    0.000    0.000    0.000    0.000 parser.py:275(parse_html_declaration)
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1576(__repr__)
      177    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
       87    0.000    0.000    0.000    0.000 element.py:2355(get)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
      180    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
        1    0.000    0.000    0.000    0.000 _typedattr.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        9    0.000    0.000    0.000    0.000 _connection.py:320(_get_io_object)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
        1    0.000    0.000    0.000    0.000 _readers.py:213(Http10Reader)
      428    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:321(__init__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:686(__init__)
        2    0.000    0.000    0.000    0.000 message.py:529(get_all)
        3    0.000    0.000    0.000    0.000 cookiejar.py:636(eff_request_host)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       42    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
      111    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 _models.py:202(keys)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
      7/3    0.000    0.000    0.000    0.000 typing.py:1393(__repr__)
        1    0.000    0.000    0.000    0.000 _client.py:305(headers)
        3    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
        1    0.000    0.000    0.000    0.000 sslproto.py:31(AppProtocolState)
        1    0.000    0.000    0.000    0.000 locks.py:438(_BarrierState)
       57    0.000    0.000    0.000    0.000 _urlparse.py:223(<genexpr>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:294(handle_decl)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        1    0.000    0.000    0.000    0.000 _connection.py:167(__init__)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 _models.py:252(get_list)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        6    0.000    0.000    0.000    0.000 __init__.py:219(finditer)
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
      162    0.000    0.000    0.000    0.000 enum.py:1292(value)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        1    0.000    0.000    0.000    0.000 _client.py:125(ClientState)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        1    0.000    0.000    0.000    0.000 runners.py:14(_State)
        1    0.000    0.000    0.000    0.000 lowlevel.py:88(_NoValueSet)
       30    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        1    0.000    0.000    0.000    0.000 _fileio.py:218(Path)
       23    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
      269    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
      106    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        3    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
       12    0.000    0.000    0.000    0.000 inspect.py:1795(_check_class)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
        1    0.000    0.000    0.000    0.000 utils.py:393(decode_params)
        8    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:187(has_expired)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        8    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
       29    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 _models.py:1079(Cookies)
        7    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
       15    0.000    0.000    0.000    0.000 enum.py:383(__init__)
       30    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
        1    0.000    0.000    0.000    0.000 ssl.py:1173(send)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        2    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 base_events.py:409(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 _trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
        1    0.000    0.000    0.000    0.000 _connection.py:235(start_next_cycle)
        1    0.000    0.000    0.000    0.000 http11.py:274(has_expired)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:233(_SpecialForm)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1389(_normalized_cookie_tuples)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        2    0.000    0.000    0.000    0.000 sync.py:173(get_extra_info)
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7068a3bea0c0}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       13    0.000    0.000    0.000    0.000 inspect.py:747(unwrap)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
    16/10    0.000    0.000    0.000    0.000 typing.py:237(_type_repr)
      198    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _types.py:106(AsyncByteStream)
        2    0.000    0.000    0.000    0.000 contextlib.py:305(asynccontextmanager)
       58    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
       11    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_entityref)
       12    0.000    0.000    0.000    0.000 filter.py:492(_make_match_rules)
       98    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        6    0.000    0.000    0.000    0.000 inspect.py:3066(replace)
        1    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
       30    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
        1    0.000    0.000    0.000    0.000 _models.py:515(Response)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        6    0.000    0.000    0.000    0.000 inspect.py:2121(_signature_is_builtin)
       30    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1022(__iter__)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
        6    0.000    0.000    0.000    0.000 parse.py:947(quote_from_bytes)
        1    0.000    0.000    0.000    0.000 _models.py:468(read)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:1680(__new__)
        2    0.000    0.000    0.000    0.000 _models.py:242(get)
        1    0.000    0.000    0.000    0.000 random.py:126(__init__)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
      106    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        2    0.000    0.000    0.000    0.000 coroutines.py:20(iscoroutinefunction)
        2    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
      171    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
       41    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
       45    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        2    0.000    0.000    0.000    0.000 _events.py:337(__init__)
       65    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        7    0.000    0.000    0.000    0.000 _headers.py:209(get_comma_header)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        1    0.000    0.000    0.000    0.000 events.py:211(AbstractEventLoop)
        3    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
       61    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _connection.py:84(_keep_alive)
        1    0.000    0.000    0.000    0.000 _utils.py:8(is_socket_readable)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.000    0.000 _tempfile.py:220(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1126(__init__)
        1    0.000    0.000    0.000    0.000 _types.py:92(SyncByteStream)
       43    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        3    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:457(_build_request_auth)
       64    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 message.py:73(_parseparam)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:522(_is_dunder)
        4    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        1    0.000    0.000    0.000    0.000 socket.py:516(family)
        2    0.000    0.000    0.000    0.000 inspect.py:420(iscoroutinefunction)
       94    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        3    0.000    0.000    0.000    0.000 _models.py:281(origin)
       98    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 _urls.py:374(__str__)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:526(_SpecialGenericAlias)
       20    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
      122    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 connection_pool.py:18(__init__)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
       15    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        2    0.000    0.000    0.000    0.000 _urlparse.py:348(encode_host)
        1    0.000    0.000    0.000    0.000 from_thread.py:176(BlockingPortal)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:347(__init__)
       29    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
        1    0.000    0.000    0.000    0.000 _abnf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        2    0.000    0.000    0.000    0.000 idna.py:155(encode)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
       42    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        1    0.000    0.000    0.000    0.000 memory.py:72(MemoryObjectReceiveStream)
        1    0.000    0.000    0.000    0.000 events.py:652(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 parser.py:87(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        2    0.000    0.000    0.000    0.000 calendar.py:683(timegm)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 connection_pool.py:23(assign_to_connection)
        1    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:651(cache)
        1    0.000    0.000    0.000    0.000 socket.py:506(detach)
        1    0.000    0.000    0.000    0.000 _client.py:413(_merge_cookies)
        3    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
      106    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
        5    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
       16    0.000    0.000    0.000    0.000 inspect.py:1458(repl)
       74    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _synchronization.py:281(__init__)
        1    0.000    0.000    0.000    0.000 _events.py:128(_ResponseBase)
       61    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       39    0.000    0.000    0.000    0.000 _models.py:74(_normalize_header_value)
        6    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
       82    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
       36    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:814(runtime_checkable)
        1    0.000    0.000    0.000    0.000 sslproto.py:82(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 _synchronization.py:284(set)
       39    0.000    0.000    0.000    0.000 _models.py:67(_normalize_header_key)
        1    0.000    0.000    0.000    0.000 _models.py:1084(__init__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
       57    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1266(ZipFile)
        2    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
       23    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.000    0.000 idna.py:308(getregentry)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7068a3d9db20}
        2    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
       29    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 message.py:494(get)
        6    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
       16    0.000    0.000    0.000    0.000 inspect.py:1813(_shadowed_dict)
       23    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 interfaces.py:20(AsyncRequestInterface)
        1    0.000    0.000    0.000    0.000 __init__.py:1529(info)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        1    0.000    0.000    0.000    0.000 threading.py:616(set)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        1    0.000    0.000    0.000    0.000 _subprocesses.py:10(Process)
        1    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
       82    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
       27    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
      123    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:48(__init__)
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
        1    0.000    0.000    0.000    0.000 _urlparse.py:200(__str__)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        4    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        3    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        4    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        1    0.000    0.000    0.000    0.000 interfaces.py:20(RequestInterface)
        1    0.000    0.000    0.000    0.000 _models.py:139(Headers)
        1    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
        1    0.000    0.000    0.000    0.000 _urls.py:15(URL)
        1    0.000    0.000    0.000    0.000 _urls.py:425(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        6    0.000    0.000    0.000    0.000 inspect.py:2461(_descriptor_get)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _fileio.py:38(AsyncFile)
        5    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
        2    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
       14    0.000    0.000    0.000    0.000 dataclasses.py:349(__set_name__)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 memory.py:48(MemoryObjectStreamState)
        5    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        2    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 connection_pool.py:128(create_connection)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        1    0.000    0.000    0.000    0.000 _urls.py:150(username)
        1    0.000    0.000    0.000    0.000 tempfile.py:614(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 css_match.py:535(CSSMatch)
        1    0.000    0.000    0.000    0.000 http_proxy.py:233(AsyncTunnelHTTPConnection)
        3    0.000    0.000    0.000    0.000 typing.py:1609(__hash__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        2    0.000    0.000    0.000    0.000 _connection.py:93(_body_framing)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
       27    0.000    0.000    0.000    0.000 inspect.py:3045(<genexpr>)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        1    0.000    0.000    0.000    0.000 _decoders.py:92(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        2    0.000    0.000    0.000    0.000 _models.py:328(__delitem__)
        6    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
        1    0.000    0.000    0.000    0.000 _decoders.py:311(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:113(_localized_day)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
       18    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
        1    0.000    0.000    0.000    0.000 _common.py:80(_)
        1    0.000    0.000    0.000    0.000 _tasks.py:27(TaskStatus)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        2    0.000    0.000    0.000    0.000 _writers.py:63(__call__)
        1    0.000    0.000    0.000    0.000 tls.py:284(TLSListener)
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
